0,1
Active,BTCC NGTC (TCN-1) TCR (TCN-2) Stock Car Pro Series Stock Series Supercars Top Race V6 Turismo Nacional Turismo Nacional BR TC2000
Defunct,Appendix J BTC-T Group 1 Group 2 Group 5 Group A Group C Group E Group F Group G Group H Group N Aus Group S Class 1 Class 2 Super 2000 Diesel 2000 DTM ETCR Superstars V8Star WTCC WTCR
