0,1
Automobile sport,Formula E Formula One Hill climb Karting Rallying Rallycross Rally raid Bajas Sports Car Endurance Touring Car
Motorcycle sports,Endurance Enduro Beach Racing SuperEnduro Hard Enduro team endurance Ice racing individual team Grand Prix MotoGP Moto2 Moto3 Motocross individual women nations Supercross SuperMotocross Sidecarcross Snowcross Production Superbike Supersport Supersport 300 Women Rally raid Bajas Sidecar Speedway individual of Nations World Cup long track team long track flat track Supermoto team Trial nations E-Bike cross
Other,Aeroplane sport Aerobatic Aerobatic GP Powerboating Aquabike F1 F4s offshore E1 Radio-controlled racing 1:10 electric off-road 1:8 nitro off-road Tank biathlon
