0,1
Team,American football men women Australian football Baseball5 Ball hockey Bandy men men's club women women's club Cricket ODI (men) ODI (women) Beach handball Beach soccer Beach tennis Canoe polo Dancesport Formation Latin Dodgeball Fistball Floorball men women Futsal men women men's club women Indoor hockey men women Inline hockey Kabaddi Circle Standard Kho kho Korfball Lacrosse indoor Life saving Minifootball Netball Padel tennis Quadball Ringette Rogaining Roll Ball Roller derby men women Roller hockey men women Rugby league men men's club women Sailing Yachts Dinghies Sepaktakraw Socca Synchronized skating Tchoukball Underwater hockey Underwater rugby
Individual,"Air sports ballooning gliding parachuting paragliding Aquatics water skiing Armwrestling Archery indoor 3D field Athletics cross country half marathon indoor women's decathlon relays 100 km mountain running long distance mountain running snowshoe running skyrunning trail running Bowling Tenpin Ninepin (singles, team) Bowls indoor outdoor Canoeing marathon ocean race wildwater SUP canoe sailing freestyle waveski Crokinole CrossFit Cycling cyclo-cross gravel indoor mountain bike marathon trials Darts WDF PDC team Finswimming Fishing freshwater fly fishing Gymnastics acrobatic aerobic parkour Ice Climbing Modern pentathlon biathle triathle laser run Mounted games Orienteering foot ski mountain bike trail Pétanque Powerlifting Racquetball Roller Sports artistic skating inline alpine inline downhill inline speed skating roller freestyle scootering Rowing indoor Shooting practical handgun practical rifle practical shotgun Skiing flying speed telemark Summer biathlon Strength athletics men women Surfing short board long board big wave SUP/paddleboard Swimming short course Teqball Triathlon Aquathlon Duathlon Ironman Ironman 70.3 cross cross duathlon long distance long distance duathlon sprint winter Wife-carrying Yo-yo"
