0,1
Active,Groups Rally Group Rally1 Group Rally2 Group Rally3 Group Rally4 Group Rally5 Group R-GT
Defunct,Group 1 Group 2 Group 4 Group A Group B Group S Group N Group R Super 1600 Super 2000 World Rally Car
