0,1
Active,F1 F2 F3 F4 F600 Formula 1000 Formula Atlantic Formula Car Challenge Formula Continental Formula E Formula Enterprises Formula Ford FF1600 Formula Regional GB3 Formula Vee IndyCar Super Formula Supermodified BOSS GP Monoposto Racing Club V de V Challenge Monoplace
Defunct,F3000 F5000 Formula A (SCCA) Formula B (SCCA) Formula C (SCCA) FCJ Formula Dream Formula Holden S5000 Formula Junior Formula Libre Formula Mondial Formula Pacific Formula Super Vee Australian National Formula Tasman Series
