0,1
Team,Blind football Para ice hockey men women Wheelchair basketball Wheelchair handball Wheelchair rugby Wheelchair curling mixed team Goalball Sitting volleyball
Individual,Archery Athletics Badminton Bobsleigh and skeleton Climbing Cycling track cycling road cycling Powerlifting Shooting Snowboard Skiing alpine Nordic Swimming Table tennis
