0,1
Team,Association football men men's club women women's club Baseball men men's 12 women Basketball men women 3x3 basketball club Beach volleyball Cricket T20 (men) T20 (women) Curling mixed doubles mixed Field hockey men women Flag football Handball men women Ice hockey men women Lacrosse men women Rugby 7s Softball men women Volleyball men men's club women women's club Water polo men women
Individual,Aquatic sports Archery Athletics outdoor race walking Badminton men women mixed individual Biathlon Bobsleigh and skeleton Boxing women Canoeing slalom sprint Cycling BMX mountain biking road track urban Equestrianism dressage eventing show jumping Fencing Golf men women Gymnastics artistic rhythmic trampoline Ice skating figure short track speed Judo Luge artificial track natural track Modern pentathlon Rowing coastal Sailing Olympic Class Combined Worlds Shooting Skateboarding Skiing alpine Nordic freestyle snowboarding Ski mountaineering Sport climbing Squash individual doubles team Surfing Table tennis Taekwondo Tennis men women Triathlon mixed relay Weightlifting Wrestling
Discontinued,Basque pelota Cricket Test Croquet singles team Dance sport breakdancing Karate Polo Rackets Real tennis Rugby union men women Tug of war outdoor indoor
