Pos.,Constructor,No.,USA,BRA,SMR,MON,CAN,MEX,FRA,GBR,GER,HUN,BEL,ITA,POR,ESP,JPN,AUS‡,Points
1,McLaren-Honda,1,1P,1P,1P,1P,Ret,3,3,4†,7†,1P,1P,2PF,2,5,2F,1P,139
1,McLaren-Honda,2,Ret,3,2F,Ret,Ret,Ret,Ret,2,4,4,2,4,Ret,RetP,1P,3F,139
2,Williams-Renault,5,Ret,RetF,Ret,2,6F†,2F,1F,1PF,1P,2,Ret,1,DSQF,1,Ret,2,125
2,Williams-Renault,6,Ret,2,Ret,Ret,3P,1P,5P,Ret,2F,3,5,Ret,1P,3F,3,5,125
3,Ferrari,27,2,4,DNS,5F,Ret,Ret,2,3,Ret,Ret,Ret,3,Ret,2,4,6,55.5
3,Ferrari,28,12F†,6,Ret,3,Ret,Ret,4,Ret,3,5,Ret,Ret,3,4,Ret,Ret,55.5
4,Benetton-Ford,19,Ret,7,13†,4,Ret,5,Ret,Ret,8,8,4F,5,6,6,Ret,Ret,38.5
4,Benetton-Ford,20,3,5,Ret,Ret,1,Ret,8,5,Ret,Ret,3,6,5,11,7,4,38.5
5,Jordan-Ford,32,10†,13†,Ret,8,5,Ret,Ret,6,6,9F,Ret,Ret,10,9,Ret,9,13
5,Jordan-Ford,33,DNPQ,Ret,Ret,Ret,4,4,6,Ret,5,7,13†,7,8,Ret,Ret,8,13
6,Tyrrell-Honda,3,5,Ret,Ret,Ret,10,12,Ret,8,Ret,15,Ret,Ret,13,17,Ret,Ret,12
6,Tyrrell-Honda,4,4,Ret,Ret,Ret,2,11,Ret,7,13,12,Ret,Ret,Ret,16,6,10,12
7,Minardi-Ferrari,23,9†,Ret,4,12,7,Ret,9,9,Ret,Ret,12†,Ret,4,13,Ret,Ret,6
7,Minardi-Ferrari,24,Ret,8,Ret,Ret,Ret,7,Ret,11,Ret,13,Ret,9,9,14,Ret,16,6
8,Dallara-Judd,21,Ret,11,DNPQ,6,9,DNPQ,DNPQ,10,10,Ret,8,10,Ret,15,Ret,7,5
8,Dallara-Judd,22,Ret,Ret,3,11,Ret,Ret,Ret,13,Ret,Ret,Ret,Ret,Ret,8,Ret,12,5
9,Lotus-Judd,11,Ret,9,5,Ret,Ret,9,DNQ,12,Ret,14,Ret,14,14,Ret,Ret,19,3
9,Lotus-Judd,12,DNQ,DNQ,6,DNQ,DNQ,10,10,14†,DNQ,DNQ,7,DNQ,Ret,DNQ,Ret,11,3
10,Brabham-Yamaha,7,11,12,11,EX,Ret,Ret,Ret,Ret,11,Ret,9,13,12,10,5,DNQ,3
10,Brabham-Yamaha,8,Ret,Ret,8,Ret,DNQ,Ret,Ret,Ret,12,Ret,6,12,Ret,Ret,DNPQ,17,3
11,Lola-Ford,29,Ret,Ret,Ret,9,Ret,6,Ret,Ret,Ret,Ret,Ret,Ret,DNQ,Ret,DNQ,DNQ,2
11,Lola-Ford,30,6,Ret,Ret,Ret,Ret,Ret,Ret,Ret,Ret,Ret,DNQ,DNQ,Ret,DNQ,Ret,DNQ,2
12,Leyton House-Ilmor,15,Ret,Ret,12†,Ret,Ret,Ret,7,Ret,Ret,11,Ret,15,7,7,8,14,1
12,Leyton House-Ilmor,16,Ret,Ret,Ret,Ret,Ret,Ret,Ret,Ret,Ret,6,Ret,8,17,Ret,Ret,20,1
13,Ligier-Lamborghini,25,Ret,10,7,7,Ret,8,12,Ret,9,17†,11,Ret,16,Ret,9,Ret,0
13,Ligier-Lamborghini,26,DNQ,Ret,10,10,8,DNQ,11,DNQ,Ret,10,Ret,11,11,Ret,Ret,18,0
