Pos.,Constructor,No.,USA,BRA,SMR,MON,CAN,MEX,FRA,GBR,GER,HUN,BEL,ITA,POR,ESP,JPN,AUS,Points
1,McLaren-Honda,27,1,3P,RetP,1PF,1P,20†,3,3,1P,2,1P,1PF,2,RetP,RetP,RetP,121
1,McLaren-Honda,28,RetPF,2F,2,3,4F,3P,5,14†,3,16†,3,3,4,Ret,Ret,4,121
2,Ferrari,1,Ret,1,4,Ret,5,1F,1,1,4,Ret,2F,2,3,1,Ret,3,110
2,Ferrari,2,Ret,4,Ret,Ret,3,2,18PF†,RetPF,Ret,17†,Ret,4,1P,2,Ret,2F,110
3,Benetton-Ford,19,11,10†,3F,Ret,Ret,4,16†,Ret,2,Ret,4,8,6,3,2,7,71
3,Benetton-Ford,20,4,6,5,DSQ,2,6,4,5,Ret,3,5,7,5,Ret,1,1,71
4,Williams-Renault,5,3,5,Ret,4,Ret,5,Ret,2,6F,1P,Ret,Ret,Ret,4,5,5,57
4,Williams-Renault,6,9,13†,1,Ret,Ret,9,6,Ret,5,4F,Ret,5,7F,5F,4F,6,57
5,Tyrrell-Ford,3,6,8,Ret,Ret,11,Ret,Ret,Ret,Ret,Ret,Ret,6,DNS,Ret,6,Ret,16
5,Tyrrell-Ford,4,2,7,6,2,Ret,7,Ret,8,11†,Ret,8,Ret,8,Ret,DNS,8,16
6,Lola-Lamborghini[d],29,8,Ret,13†,6,9,Ret,8,4,Ret,6,9,Ret,Ret,Ret,Ret,Ret,11
6,Lola-Lamborghini[d],30,Ret,Ret,Ret,Ret,12,Ret,7,6,Ret,Ret,Ret,Ret,14†,6,3,Ret,11
7,Leyton House-Judd,15,14,DNQ,Ret,DNQ,DNQ,DNQ,Ret,DNS,Ret,8,6,Ret,12,8,Ret,Ret,7
7,Leyton House-Judd,16,Ret,DNQ,Ret,Ret,10,DNQ,2,Ret,7,Ret,7,Ret,Ret,Ret,Ret,Ret,7
8,Lotus-Lamborghini,11,Ret,Ret,7,Ret,6,10,11,Ret,8,5,11,Ret,Ret,Ret,Ret,Ret,3
8,Lotus-Lamborghini,12,DNS,Ret,8,Ret,Ret,8,12,Ret,Ret,7,12,Ret,Ret,DNS,Ret,Ret,3
9,Brabham-Judd,7,Ret,Ret,DNQ,Ret,DNQ,Ret,15,DNQ,Ret,DNQ,Ret,DNQ,Ret,DNQ,Ret,Ret,2
9,Brabham-Judd,8,5,Ret,Ret,Ret,7,11,13,9,Ret,Ret,17†,Ret,Ret,Ret,Ret,12,2
=,Arrows-Ford,9,10,Ret,DNQ,DNQ,Ret,17,10,Ret,Ret,12,13,12†,9,10,Ret,DNQ,2
=,Arrows-Ford,10,12,Ret,DNQ,5,8,DNQ,Ret,7,9,9,10,9,13†,DNQ,9,DNQ,2
—,Ligier-Ford,25,Ret,11,10,Ret,Ret,16,14,10,10,11,14,11,10,7,7,10,0
—,Ligier-Ford,26,EX,12,9,Ret,Ret,18,9,13,DSQ,14,DNQ,13,Ret,Ret,10,11,0
—,Minardi-Ford,23,7,9,DNS,Ret,Ret,12,Ret,Ret,Ret,Ret,15,Ret,11,Ret,8,9,0
—,Minardi-Ford,24,Ret,Ret,11,Ret,DNQ,14,DNQ,12,DNQ,15,Ret,DNQ,DNQ,DNQ,Ret,Ret,0
—,Onyx-Ford,35,DNQ,DNQ,Ret,7†,Ret,15,DNQ,DNQ,Ret,DNQ,,,,,,,0
—,Onyx-Ford,36,DNQ,DNQ,12,Ret,Ret,Ret,DNQ,DNQ,NC,DNQ,,,,,,,0
—,AGS-Ford,17,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNQ,Ret,DNPQ,13,DNQ,DNQ,DNQ,Ret,DNQ,Ret,0
—,AGS-Ford,18,DNPQ,Ret,DNPQ,DNPQ,DNPQ,DNPQ,17,DNPQ,DNQ,DNQ,DNQ,Ret,Ret,9,DNQ,DNQ,0
—,Dallara-Ford,21,DNQ,14,Ret,Ret,Ret,Ret,Ret,11,Ret,10,Ret,Ret,15,Ret,Ret,Ret,0
—,Dallara-Ford,22,Ret,Ret,Ret,Ret,Ret,13,DSQ,Ret,DNQ,Ret,Ret,10,Ret,Ret,Ret,Ret,0
—,Osella-Ford,14,Ret,Ret,Ret,DNQ,13,19,DNPQ,DNQ,DNQ,DNPQ,16,Ret,DNQ,Ret,DNQ,13,0
—,EuroBrun-Judd,33,13,DNPQ,Ret,DNQ,DNQ,EX,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,,,0
—,EuroBrun-Judd,34,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,,,0
—,Coloni-Ford,31,,,,,,,,,DNPQ,DNPQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,0
—,Life,39,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,,,,,0
—,Coloni-Subaru,31,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,DNPQ,,,,,,,,,0
—,Life-Judd,39,,,,,,,,,,,,,DNPQ,DNPQ,,,0
Pos.,Constructor,No.,USA,BRA,SMR,MON,CAN,MEX,FRA,GBR,GER,HUN,BEL,ITA,POR,ESP,JPN,AUS,Points
