0,1,2,3
#,Pilote,Départs,Hat Tricks
1,Michael Schumacher,307,22
2,Lewis Hamilton,380,19
3,Max Verstappen,233,14
4,Jim Clark,72,11
5,Juan Manuel Fangio,51,9
6,Alain Prost,199,8
6,Sebastian Vettel,299,8
8,Alberto Ascari,32,7
8,Ayrton Senna,161,7
10,Damon Hill,115,5
10,Mika Häkkinen,161,5
10,Fernando Alonso,425,5
10,Nigel Mansell,187,5
