0,1,2,3
#,Écurie,Départs,Podiums
1,Ferrari,1 122[34],836[43]
2,McLaren,994,558
3,Williams,875,315
4,Mercedes,341,310
5,Red Bull,417,297
6,Team Lotus,606,197
7,Brabham,394,124
8,Renault,400,103
9,/ Benetton,260,102
10,Tyrrell,430,77
