0,1,2,3
#,Écurie,Départs,Meilleurs Tours
1,Ferrari,1 122[34],265
2,McLaren,994,184
3,Williams,875[35],134
4,Mercedes,341,115
5,Red Bull,417,102
6,Lotus,606,76
7,Brabham,394,41
8,/ Benetton,260,36
9,Renault,400,33
10,Tyrrell,430,20
