Pneus sec,Pneus sec.1,Pneus sec.2,Pneus sec.3,Pneus sec.4,Pneus sec.5,Pneus sec.6,Pneus pluie,Pneus pluie.1
Hyper tendre,Ultra tendre,Super tendre,Tendre,Medium,Dur,Super dur,Intermédiaire,Pluie
