Round,Grand Prix,Circuit,Date
1,Argentine Grand Prix,"Autódromo Oscar Alfredo Gálvez, Buenos Aires",18 January
2,Indianapolis 500,"Indianapolis Motor Speedway, Speedway",30 May[a]
3,Dutch Grand Prix,"Circuit Zandvoort, Zandvoort",7 June
4,Belgian Grand Prix,"Circuit de Spa-Francorchamps, Stavelot",21 June
5,French Grand Prix,"Reims-Gueux, Gueux",5 July
6,British Grand Prix,"Silverstone Circuit, Silverstone",18 July
7,German Grand Prix,"Nürburgring, Nürburg",2 August
8,Swiss Grand Prix,"Circuit Bremgarten, Bern",23 August
9,Italian Grand Prix,"Autodromo Nazionale di Monza, Monza",13 September
