Constructor,Practice drivers,Practice drivers,Practice drivers,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0
Constructor,No.,Driver name,Rounds,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1
Force India-Mercedes,34,Alfonso Celis Jr.,"2, 4, 9, 14, 18, 21",,,
Haas-Ferrari,50,Charles Leclerc,"10–12, 20",,,
Manor-Mercedes,42,Jordan King,"18, 21",,,
Renault,46 45,Sergey Sirotkin  Esteban Ocon,"4, 20 5, 10–12",,,
Source:[14],Source:[14],Source:[14],Source:[14],Source:[14],Source:[14],Source:[14]
