id,title,content,category
circuit_25,"Circuit Gilles-Villeneuve,""https://fr.wikipedia.org/wiki/Circuit_Gilles-Villeneuve""","Circuit: Circuit Gilles-Villeneuve,""https://fr.wikipedia.org/wiki/Circuit_Gilles-Villeneuve"". Situe a ""Grand Prix du Canada"". Courses: ""1978-1986...(1978-1986, 1988-2008, 2010-2019-2024)"". Annees d'activite: ""54. ",circuits
circuit_26,"Circuit des frères Rodriguez,""https://fr.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez""","Circuit: Circuit des frères Rodriguez,""https://fr.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez"". Situe a ""Grand Prix du Mexique"". Courses: ""1963-1970...(1963-1970, 1986-1992, 2015-2019,2021-2025)"". Annees d'activite: ""25. ",circuits
circuit_27,"Circuit d'Hockenheim,""https://fr.wikipedia.org/wiki/Circuit_d%27Hockenheim""","Circuit: Circuit d'Hockenheim,""https://fr.wikipedia.org/wiki/Circuit_d%27Hockenheim"". Situe a ""Grand Prix d'Allemagne"". Courses: ""1970...(1970, 1977-1984, 1986-2006, 2008, 2010, 2012, 2014, 2016, 2018, 2019)"". Annees d'activite: ""37. ",circuits
circuit_28,"Hungaroring,""https://fr.wikipedia.org/wiki/Hungaroring""","Circuit: Hungaroring,""https://fr.wikipedia.org/wiki/Hungaroring"". Situe a ""Grand Prix de Hongrie"". Courses: ""1986-2020-2025"". Annees d'activite: ""40. ",circuits
circuit_29,"Circuit routier d'Indianapolis,""https://fr.wikipedia.org/wiki/Indianapolis_Motor_Speedway""","Circuit: Circuit routier d'Indianapolis,""https://fr.wikipedia.org/wiki/Indianapolis_Motor_Speedway"". Situe a ""Indianapolis 500, Grand Prix des États-Unis"". Courses: ""1950-1960 2000-2007"". Annees d'activite: ""19. ",circuits
circuit_30,"Circuit d'Istanbul Park,""https://fr.wikipedia.org/wiki/Circuit_d%27Istanbul_Park""","Circuit: Circuit d'Istanbul Park,""https://fr.wikipedia.org/wiki/Circuit_d%27Istanbul_Park"". Situe a ""Grand Prix de Turquie"". Courses: ""2005-2011-2020-2021"". Annees d'activite: ""9. ",circuits
circuit_31,"Circuit Nelson Piquet de Jacarepagua,""https://fr.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet""","Circuit: Circuit Nelson Piquet de Jacarepagua,""https://fr.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet"". Situe a ""Grand Prix du Brésil"". Courses: ""1978...(1978, 1981-1989)"". Annees d'activite: ""10. ",circuits
circuit_32,"Circuit Permanent du Jarama,""https://fr.wikipedia.org/wiki/Circuit_Permanent_du_Jarama""","Circuit: Circuit Permanent du Jarama,""https://fr.wikipedia.org/wiki/Circuit_Permanent_du_Jarama"". Situe a ""Grand Prix d'Espagne"". Courses: ""1968, 1970...(1968, 1970, 1972, 1974, 1976-1979, 1981)"". Annees d'activite: ""9. ",circuits
circuit_33,"Circuit Permanent de Jerez,""https://fr.wikipedia.org/wiki/Circuit_Permanent_de_Jerez""","Circuit: Circuit Permanent de Jerez,""https://fr.wikipedia.org/wiki/Circuit_Permanent_de_Jerez"". Situe a ""Grand Prix d'Espagne, Grand Prix d'Europe"". Courses: ""1986-1990...(1986-1990, 1994, 1997)"". Annees d'activite: ""7. ",circuits
circuit_34,"Circuit José Carlos Pace d'Interlagos,""https://fr.wikipedia.org/wiki/Autodromo_Jos%C3%A9_Carlos_Pace""","Circuit: Circuit José Carlos Pace d'Interlagos,""https://fr.wikipedia.org/wiki/Autodromo_Jos%C3%A9_Carlos_Pace"". Situe a ""Grand Prix du Brésil"". Courses: ""1973-1977...(1973-1977, 1979-1980, 1990-2019,2021-2025)"". Annees d'activite: ""42. ",circuits
circuit_35,"Circuit de Kyalami,""https://fr.wikipedia.org/wiki/Circuit_de_Kyalami""","Circuit: Circuit de Kyalami,""https://fr.wikipedia.org/wiki/Circuit_de_Kyalami"". Situe a ""Grand Prix d'Afrique du Sud"". Courses: ""1967-1980...(1967-1980, 1982-1985, 1992-1993)"". Annees d'activite: ""20. ",circuits
circuit_36,"Circuit urbain de Long Beach,""https://fr.wikipedia.org/wiki/Circuit_urbain_de_Long_Beach""","Circuit: Circuit urbain de Long Beach,""https://fr.wikipedia.org/wiki/Circuit_urbain_de_Long_Beach"". Situe a ""Grand Prix des États-Unis Ouest"". Courses: ""1976-1983"". Annees d'activite: ""8. ",circuits
circuit_37,"Circuit international de Losail,""https://fr.wikipedia.org/wiki/Circuit_international_de_Losail""","Circuit: Circuit international de Losail,""https://fr.wikipedia.org/wiki/Circuit_international_de_Losail"". Situe a ""Grand Prix automobile du Qatar"". Courses: ""2021-2023-2025"". Annees d'activite: ""4. ",circuits
circuit_38,"Circuit de Nevers Magny-Cours,""https://fr.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours""","Circuit: Circuit de Nevers Magny-Cours,""https://fr.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours"". Situe a ""Grand Prix de France"". Courses: ""1991-2008"". Annees d'activite: ""18. ",circuits
circuit_39,"Autodrome international de Miami,""https://fr.wikipedia.org/wiki/Autodrome_international_de_Miami""","Circuit: Autodrome international de Miami,""https://fr.wikipedia.org/wiki/Autodrome_international_de_Miami"". Situe a ""Grand Prix de Miami"". Courses: ""2022-2025"". Annees d'activite: ""4. ",circuits
circuit_40,"Circuit du parc de Monsanto,""https://fr.wikipedia.org/wiki/Circuit_du_parc_de_Monsanto""","Circuit: Circuit du parc de Monsanto,""https://fr.wikipedia.org/wiki/Circuit_du_parc_de_Monsanto"". Situe a ""Grand Prix du Portugal"". Courses: ""1959"". Annees d'activite: ""1. ",circuits
circuit_41,"Circuit de Monaco,""https://fr.wikipedia.org/wiki/Circuit_de_Monaco""","Circuit: Circuit de Monaco,""https://fr.wikipedia.org/wiki/Circuit_de_Monaco"". Situe a ""Grand Prix de Monaco"". Courses: ""1950...(1950, 1955-2019-2025)"". Annees d'activite: ""71. ",circuits
circuit_42,"Circuit de Montjuïc,""https://fr.wikipedia.org/wiki/Circuit_de_Montju%C3%AFc""","Circuit: Circuit de Montjuïc,""https://fr.wikipedia.org/wiki/Circuit_de_Montju%C3%AFc"". Situe a ""Grand Prix d'Espagne"". Courses: ""1969...(1969, 1971, 1973, 1975)"". Annees d'activite: ""4. ",circuits
circuit_43,"Circuit Mont-Tremblant,""https://fr.wikipedia.org/wiki/Circuit_Mont-Tremblant""","Circuit: Circuit Mont-Tremblant,""https://fr.wikipedia.org/wiki/Circuit_Mont-Tremblant"". Situe a ""Grand Prix du Canada"". Courses: ""1968, 1970"". Annees d'activite: ""2. ",circuits
circuit_44,"Circuit de Monza,""https://fr.wikipedia.org/wiki/Autodromo_Nazionale_di_Monza""","Circuit: Circuit de Monza,""https://fr.wikipedia.org/wiki/Autodromo_Nazionale_di_Monza"". Situe a ""Grand Prix d'Italie"". Courses: ""1950-1979...(1950-1979, 1981-2025)"". Annees d'activite: ""75. ",circuits
circuit_45,"Circuit du Mugello,""https://fr.wikipedia.org/wiki/Circuit_du_Mugello""","Circuit: Circuit du Mugello,""https://fr.wikipedia.org/wiki/Circuit_du_Mugello"". Situe a ""Grand Prix de Toscane"". Courses: ""2020(description)"". Annees d'activite: ""1. ",circuits
circuit_46,"Circuit Mosport Park,""https://fr.wikipedia.org/wiki/Circuit_Mosport_Park""","Circuit: Circuit Mosport Park,""https://fr.wikipedia.org/wiki/Circuit_Mosport_Park"". Situe a ""Grand Prix du Canada"". Courses: ""1967...(1967, 1969, 1971--1977)"". Annees d'activite: ""8. ",circuits
circuit_47,"Circuit de Nivelles-Baulers,""https://fr.wikipedia.org/wiki/Circuit_de_Nivelles-Baulers""","Circuit: Circuit de Nivelles-Baulers,""https://fr.wikipedia.org/wiki/Circuit_de_Nivelles-Baulers"". Situe a ""Grand Prix de Belgique"". Courses: ""1972, 1974"". Annees d'activite: ""2. ",circuits
circuit_48,"Nürburgring,""https://fr.wikipedia.org/wiki/N%C3%BCrburgring""","Circuit: Nürburgring,""https://fr.wikipedia.org/wiki/N%C3%BCrburgring"". Situe a ""Grand Prix d'Allemagne, Grand Prix d'Europe, Grand Prix du Luxembourg, Grand Prix de l'Eifel"". Courses: ""1951-1958...(1951-1954, 1956-1958, 1961-1970, 1971-1976, 1984-1985, 1995-2007, 2009, 2011, 2013, 2020)"". Annees d'activite: ""41. ",circuits
circuit_49,"Circuit Juan et Oscar Gálvez,""https://fr.wikipedia.org/wiki/Circuit_Oscar_Alfredo_Galvez""","Circuit: Circuit Juan et Oscar Gálvez,""https://fr.wikipedia.org/wiki/Circuit_Oscar_Alfredo_Galvez"". Situe a ""Grand Prix d'Argentine"". Courses: ""1953-1958...(1953-1958, 1960, 1972-1975, 1977-1981, 1995-1998)"". Annees d'activite: ""20. ",circuits
circuit_50,"Red Bull Ring,""https://fr.wikipedia.org/wiki/Red_Bull_Ring""","Circuit: Red Bull Ring,""https://fr.wikipedia.org/wiki/Red_Bull_Ring"". Situe a ""Grand Prix d'Autriche, Grand Prix de Styrie"". Courses: ""1970-1987...(1970-1987, 1997-2003, 2014-2025, Styrie 2020-2021)"". Annees d'activite: ""39. ",circuits
circuit_51,"Circuit Paul Ricard,""https://fr.wikipedia.org/wiki/Circuit_Paul_Ricard""","Circuit: Circuit Paul Ricard,""https://fr.wikipedia.org/wiki/Circuit_Paul_Ricard"". Situe a ""Grand Prix de France"". Courses: ""1971...(1971, 1973, 1975-1976, 1978, 1980, 1982-1983, 1985-1990, 2018-2019-2022)"". Annees d'activite: ""18. ",circuits
circuit_52,"Circuit de Pedralbes,""https://fr.wikipedia.org/wiki/Circuit_de_Pedralbes""","Circuit: Circuit de Pedralbes,""https://fr.wikipedia.org/wiki/Circuit_de_Pedralbes"". Situe a ""Grand Prix d'Espagne"". Courses: ""1951, 1954"". Annees d'activite: ""2. ",circuits
circuit_53,"Circuit de Pescara,""https://fr.wikipedia.org/wiki/Circuit_de_Pescara""","Circuit: Circuit de Pescara,""https://fr.wikipedia.org/wiki/Circuit_de_Pescara"". Situe a ""Grand Prix de Pescara"". Courses: ""1957"". Annees d'activite: ""1. ",circuits
circuit_54,"Circuit urbain de Phoenix,""https://fr.wikipedia.org/wiki/Circuit_urbain_de_Phoenix""","Circuit: Circuit urbain de Phoenix,""https://fr.wikipedia.org/wiki/Circuit_urbain_de_Phoenix"". Situe a ""Grand Prix des États-Unis"". Courses: ""1989-1991"". Annees d'activite: ""3. ",circuits
circuit_55,"Autódromo Internacional do Algarve,""https://fr.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_do_Algarve""","Circuit: Autódromo Internacional do Algarve,""https://fr.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_do_Algarve"". Situe a ""Grand Prix du Portugal"". Courses: ""2020-2021"". Annees d'activite: ""2. ",circuits
circuit_56,"Circuit Prince George,""https://fr.wikipedia.org/wiki/Circuit_Prince_George""","Circuit: Circuit Prince George,""https://fr.wikipedia.org/wiki/Circuit_Prince_George"". Situe a ""Grand Prix d'Afrique du Sud"". Courses: ""1962...(1962-1963, 1965)"". Annees d'activite: ""3. ",circuits
circuit_57,"Circuit de Reims-Gueux,""https://fr.wikipedia.org/wiki/Circuit_de_Reims-Gueux""","Circuit: Circuit de Reims-Gueux,""https://fr.wikipedia.org/wiki/Circuit_de_Reims-Gueux"". Situe a ""Grand Prix de France"". Courses: ""1950...(1950, 1951, 1953-1954, 1956, 1958-1961, 1963, 1966)"". Annees d'activite: ""11. ",circuits
circuit_58,"Circuit de Riverside,""https://fr.wikipedia.org/wiki/Circuit_de_Riverside""","Circuit: Circuit de Riverside,""https://fr.wikipedia.org/wiki/Circuit_de_Riverside"". Situe a ""Grand Prix des États-Unis"". Courses: ""1960"". Annees d'activite: ""1. ",circuits
circuit_59,"Circuit de Rouen-les-Essarts,""https://fr.wikipedia.org/wiki/Circuit_de_Rouen-les-Essarts""","Circuit: Circuit de Rouen-les-Essarts,""https://fr.wikipedia.org/wiki/Circuit_de_Rouen-les-Essarts"". Situe a ""Grand Prix de France"". Courses: ""1952...(1952, 1957, 1962, 1964, 1968)"". Annees d'activite: ""5. ",circuits
