Pos.,Constructor,No.,BRA,PAC,SMR,MON,ESP,CAN,FRA,GBR,GER,HUN,BEL,ITA,POR,EUR,JPN,AUS,Points
1,Williams-Renault,0,2,Ret,6F,Ret,1,2,2PF,1PF,8,2,1F,1F,1,2,1F,Ret,118
1,Williams-Renault,2,RetP,RetP,RetP,,Ret,5,Ret,5,RetF,Ret,4,6†,2F,Ret,4,1P,118
2,Benetton-Ford,5,1F,1F,1,1PF,2PF,1PF,1,DSQ,Ret,1PF,DSQ,9,Ret,1PF,2P,RetF,103
2,Benetton-Ford,6,Ret,Ret,Ret,7,Ret,6,Ret,8,Ret,3,3,Ret,5,Ret,Ret,Ret,103
3,Ferrari,27,3,Ret,2,5,4,3,Ret,2,Ret,Ret,Ret,RetP,Ret,10,3,6,71
3,Ferrari,28,Ret,2,Ret,3,Ret,4,3,Ret,1P,12†,Ret,2,RetP,5,Ret,2,71
4,McLaren-Peugeot,7,Ret,Ret,3,Ret,Ret,Ret,Ret,3,Ret,Ret,2,3,3,3,7,12†,42
4,McLaren-Peugeot,8,Ret,Ret,8,2,11†,Ret,Ret,Ret,Ret,4†,Ret,5,6,Ret,Ret,3,42
5,Jordan-Hart,14,4,3,DNQ,Ret,Ret,7,Ret,4,Ret,Ret,RetP,4,4,12,Ret,4,28
5,Jordan-Hart,15,Ret,Ret,Ret,4,6,Ret,Ret,DNS,Ret,Ret,13†,Ret,7,4,5,Ret,28
6,Ligier-Renault,25,Ret,10,12,Ret,8,13,Ret,13,3,10,10,7,10,8,Ret,11,13
6,Ligier-Renault,26,11,9,11,9,7,12,Ret,12,2,6,7,10,DSQ,9,11,5,13
7,Tyrrell-Yamaha,3,5,Ret,5,Ret,Ret,Ret,Ret,6,Ret,Ret,Ret,Ret,Ret,7,Ret,Ret,13
7,Tyrrell-Yamaha,4,Ret,Ret,9,Ret,3,10†,10,Ret,Ret,5,5,Ret,Ret,13,Ret,Ret,13
8,Sauber-Mercedes,29,6,Ret,4,DNS,,Ret,6,Ret,Ret,Ret,Ret,Ret,Ret,Ret,Ret,10,12
8,Sauber-Mercedes,30,Ret,5,7,WD,Ret,Ret,4,7,Ret,Ret,Ret,Ret,Ret,6,6,7,12
9,Footwork-Ford,9,Ret,4,13†,Ret,Ret,DSQ,8,9,4,14†,Ret,Ret,8,17,8,8,9
9,Footwork-Ford,10,Ret,Ret,Ret,Ret,Ret,Ret,Ret,Ret,5,Ret,6,Ret,9,11,Ret,Ret,9
10,Minardi-Ford,23,8,Ret,Ret,Ret,5,9,5,10,Ret,Ret,8,Ret,12,15,Ret,9,5
10,Minardi-Ford,24,Ret,Ret,Ret,6,Ret,11,Ret,Ret,Ret,7,9,Ret,13,14,Ret,Ret,5
11,Larrousse-Ford,19,Ret,Ret,Ret,8,DNS,Ret,Ret,14,7,9,Ret,Ret,14,Ret,Ret,Ret,2
11,Larrousse-Ford,20,9,6,Ret,10,Ret,Ret,11†,Ret,6,8,Ret,8,Ret,Ret,9,Ret,2
—,Lotus-Mugen-Honda,11,10,8,Ret,11,9,15,Ret,Ret,Ret,13,Ret,Ret,16,16,13,Ret,0
—,Lotus-Mugen-Honda,12,7,7,10,Ret,Ret,8,7,11,Ret,Ret,12,Ret,11,18,10,Ret,0
—,Simtek-Ford,31,12,Ret,Ret,Ret,10,14,Ret,15,Ret,11,Ret,Ret,Ret,Ret,12,Ret,0
—,Simtek-Ford,32,DNQ,11,DNS,,DNQ,,9,16,Ret,Ret,11,Ret,15,19,Ret,Ret,0
—,Pacific-Ilmor,33,DNQ,DNQ,DNQ,Ret,Ret,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,0
—,Pacific-Ilmor,34,Ret,DNQ,Ret,Ret,Ret,Ret,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,DNQ,0
Pos.,Constructor,No.,BRA,PAC,SMR,MON,ESP,CAN,FRA,GBR,GER,HUN,BEL,ITA,POR,EUR,JPN,AUS,Points
